faoCode,faoName,scientificName
GSG,Gjellerup's mouth almighty,Glossamia gjellerupi
GSJ,Paraplagusia blochii,Paraplagusia blochii
GSK,Greenland shark,Somniosus microcephalus
GSL,Elongated bristlemouth fish,Gonostoma elongatum
GSM,Solenette,Buglossidium luteum
GSO,Parioglossus aporos,Parioglossus aporos
GSP,Barcheek trevally,Carangoides plagiotaenia
GSQ,Lightfoot crab,Grapsus grapsus
GSS,Sea stickleback,Spinachia spinachia
GST,Imposter trevally,Carangoides talamparoides
GSU,Silver seabream,Pagrus auratus
GSX,Gonostoma spp,Gonostoma spp
GSY,Gonostoma bathyphilum,Gonostoma bathyphilum
GTA,Three-spined stickleback,Gasterosteus aculeatus
GTB,Bifid clingfish,Tomicodon bidens
GTD,Shortarm gonate squid,Gonatus kamtschaticus
GTE,Boreopacific gonate squid,Gonatopsis borealis
GTF,"Guitarfishes, etc. nei",Rhinobatidae
GTH,Armed cranch squid,Galiteuthis armata
GTI,Boreoatlantic gonate squid,Gonatus fabricii
GTJ,Madokai gonate squid,Gonatus madokai
GTK,Mako gonate squid,Gonatopsis makko
GTL,Gold brotula,Gunterichthys longipenis
GTM,Striped clingfish,Trachelochismus melobesia
GTN,Sakura shrimp,Sergestes lucens
GTO,Bald notothen,Pagothenia borchgrevinki
GTP,Atlantic gonate squid,Gonatus steenstrupi
GTR,Gobius strictus,Gobius strictus
GTT,Patagonotothen tessellata,Patagonotothen tessellata
GTV,Longtail silverbiddy,Gerres longirostris
GTX,Patagonotothen nei,Patagonotothen spp
GTY,Gonatus onyx,Gonatus onyx
GTZ,Saddleback silver-biddy,Gerres limbatus
GUB,Whitespotted guitarfish,Rhinobatos albomaculatus
GUC,Cape gurnard,Chelidonichthys capensis
GUD,Chola guitarfish,Rhinobatos percellens
GUF,Pacific guitarfish,Rhinobatos planiceps
GUG,Grey gurnard,Eutrigla gurnardus
GUI,Indo-Pacific gurnards,Chelidonichthys spp
GUJ,Mottled crab,Grapsus albolineatus
GUK,Gulaphallus bikolanus,Gulaphallus bikolanus
GUM,Longfin gurnard,Chelidonichthys obscurus
GUN,Piper gurnard,Trigla lyra
GUO,Gasterosteus crenobiontus,Gasterosteus crenobiontus
GUP,Gulper shark,Centrophorus granulosus
GUQ,Leafscale gulper shark,Centrophorus squamosus
GUR,Red gurnard,Aspitrigla cuculus
GUS,Guinea shrimp,Parapenaeopsis atlantica
GUT,Indo-Pacific king mackerel,Scomberomorus guttatus
GUU,Tub gurnard,Chelidonichthys lucerna
GUW,Blackspotted stickleback,Gasterosteus wheatlandi
GUX,"Gurnards, searobins nei",Triglidae
GUY,Gurnards nei,Trigla spp
GUZ,Guitarfishes nei,Rhinobatos spp
GVA,Blackfin gulper shark,Centrophorus atromarginatus
GVB,Poison goby,Gobiodon citrinus
GVC,Reticulate goby,Gobiodon reticulatus
GVD,Rippled coralgoby,Gobiodon rivulatus
GVF,Checkered goby,Gobiopsis canalis
GVH,Longjaw goby,Gobiopsis macrostoma
GVI,Black gulper shark,Centrophorus isodon
GVM,Rough flathead,Grammoplites scaber
GVO,Golden volute,Provocator mirabilis
GVT,Rock ling,Genypterus tigerinus
GWD,Gobius rubropunctatus,Gobius rubropunctatus
GWG,Slender goby,Gobius geniporus
GWP,Gymnothorax phalarus,Gymnothorax phalarus
GWR,Roule's goby,Gobius roulei
GWV,Striped goby,Gobius vittatus
GWX,Golden goby,Gobius xanthocephalus
GWY,Arctic staghorn sculpin,Gymnocanthus tricuspis
GXB,Galathea nexa,Galathea nexa
GXD,Panamic clingfish,Gobiesox adustus
GXE,River mullets nei,Cestraeus spp
GXF,Sarato's goby,Gobius fallax
GXL,Giant clingfish,Haplocylix littoreus
GXR,Striped large-eye bream,Gnathodentex aureolineatus
GXW,Darwin's slimehead,Gephyroberyx darwinii
GYB,Gymnoscopelus bolini,Gymnoscopelus bolini
GYD,Gyrinomimus andriashevi,Gyrinomimus andriashevi
GYF,Gymnoscopelus fraseri,Gymnoscopelus fraseri
GYG,Slender clingfish,Gastrocyathus gracilis
GYI,Aspasmichthys ciconiae,Aspasmichthys ciconiae
GYJ,Gymnoscopelus hintonoides,Gymnoscopelus hintonoides
GYK,Gymnelopsis brashnikovi,Gymnelopsis brashnikovi
GYN,Nichol's lanternfish,Gymnoscopelus nicholsi
GYO,Gymnoscopelus opisthopterus,Gymnoscopelus opisthopterus
GYP,Peruvian sea catfish,Galeichthys peruvianus
GYQ,Gastrocymba quadriradiata,Gastrocymba quadriradiata
GYR,Gymnoscopelus braueri,Gymnoscopelus braueri
GYS,Hector's clingfish,Gastroscyphus hectoris
GYX,Geryons nei,Geryon spp
GYY,Gymnoscopelus spp,Gymnoscopelus spp
GZM,Toothpony,Gazza minuta
GZN,Simpletooth halfbeak,Hyporhamphus unicuspis
GZO,Sind halfbeak,Hyporhamphus sindensis
GZP,Quoy's garfish,Hyporhamphus quoyi
GZQ,Congaturi halfbeak,Hyporhamphus limbatus
GZR,Beady pipefish,Hippichthys penicillus
GZS,Masked bannerfish,Heniochus monoceros
GZT,Jumping halfbeak,Hemiramphus archipelagicus
GZU,U-spot wrasse,Halichoeres stigmaticus
GZV,Naked-head toothfish,Gvozdarus svetovidovi
GZW,Bubblefin wrasse,Halichoeres nigrescens
GZX,Toothponies nei,Gazza spp
GZY,Dusky wrasse,Halichoeres marginatus
GZZ,Halichoeres leptotaenia,Halichoeres leptotaenia
HAA,Arabian catshark,Halaelurus alcocki
HAB,Speckled catshark,Halaelurus boesemani
HAD,Haddock,Melanogrammus aeglefinus
HAE,Blackspotted catshark,Halaelurus buergeri
HAF,Hatchetfishes nei,Sternoptychidae
HAG,Mud catshark,Halaelurus lutarius
HAH,Bristly catshark,Halaelurus hispidus
HAI,Indian halibut,Psettodes erumei
HAJ,Japanese halfbeak,Hyporhamphus sajori
HAK,Tiger catshark,Halaelurus natalensis
HAL,Atlantic halibut,Hippoglossus hippoglossus
HAN,Dusky catshark,Halaelurus canescens
HAO,New Zealand catshark,Halaelurus dawsoni
HAP,Pacific halibut,Hippoglossus stenolepis
HAQ,Quagga catshark,Halaelurus quagga
HAR,Longnose chimaeras,Harriotta spp
HAS,Torpedo scad,Megalaspis cordyla
HAU,Hapuka,Polyprion spp
HAV,Spotless catshark,Halaelurus immaculatus
HAW,Peruvian morwong,Cheilodactylus variegatus
HAX,Hemiramphus spp,Hemiramphus spp
HAY,Lined catshark,Halaelurus lineatus
HAZ,Black abalone,Haliotis cracherodii
HBF,Toad purpura,Thais bufo
HBG,S. Georgia spiny plunderfish,Harpagifer georgianus
HBI,Wrasse blenny,Hemiemblemaria simulus
HBJ,Pacific golden crab,Chaceon bicolor
HBK,Brock's pipefish,Halicampus brocki
HBL,Ballina angelfish,Chaetodontoplus ballinae
HBM,Major harp,Harpa major
HBN,Southwest Atlantic red crab,Chaceon notialis
HBR,African halfbeak,Hyporhamphus picarti
HBX,Hoplichthys spp,Hoplichthys spp
HBZ,Hair crab,Erimacrus isenbeckii
HCC,False herring,Harengula clupeola
HCE,Hardhead halfbeak,Chriodorus atherinoides
HCG,Scaled herring,Harengula jaguana
HCH,Smallspine spookfish,Harriotta haeckeli
HCI,Orangebanded stingfish,Choridactylus multibarbus
HCM,Hooktooth shark,Chaenogaleus macrostoma
HCO,Yellowtail hamlet,Hypoplectrus chlorurus
HCP,Hoplichthys acanthopleurus,Hoplichthys acanthopleurus
HCQ,Helcogramma aquilum,Helcogramma aquilum
HCR,Pacific longnose chimaera,Harriotta raleighana
HCS,Chiloconger similis,Chiloconger similis
HCT,Pacific flatiron herring,Harengula thrissina
HCU,Redear herring,Harengula humeralis
HCW,Cape lobster,Homarus capensis
HCY,Blue-spotted pipefish,Hippichthys cyanospilus
HCZ,Squirrelfishes nei,Holocentridae
HDA,Cheilodipterus alleni,Cheilodipterus alleni
HDC,Halidesmus coccus,Halidesmus coccus
HDD,Chelidoperca hirundinacea,Chelidoperca hirundinacea
HDE,Prickly leatherjacket,Chaetodermis penicilligera
HDH,Smallspotted grunter,Pomadasys commersonnii
HDI,Hadropareia middendorffii,Hadropareia middendorffii
HDJ,Reticulate spikefish,Hollardia hollardi
HDL,Hadropogonichthys lindbergi,Hadropogonichthys lindbergi
HDP,Looseskin blenny,Chalaroderma capito
HDQ,Bullhead sharks,Heterodontiformes
HDR,Black wing flyingfish,Hirundichthys rondeletii
HDS,Trident shrimp,Hadropenaeus lucasii
HDT,New Zealand ruffe,Schedophilus huttoni
HDU,Hypodytes rubripinnis,Hypodytes rubripinnis
HDV,Imperial blackfish,Schedophilus ovalis
HDW,Pemarco blackfish,Schedophilus pemarco
HDY,Dermogenys brachynotopterus,Dermogenys brachynotopterus
HEA,Whitespotted bullhead shark,Heterodontus ramalheira
HEC,Whitetip weasel shark,Paragaleus leucolomatus
HEE,Snaggletooth shark,Hemipristis elongata
HEF,Horn shark,Heterodontus francisci
HEG,Crested bullhead shark,Heterodontus galeatus
HEH,Sicklefin weasel shark,Hemigaleus microstoma
HEI,Atlantic weasel shark,Paragaleus pectoralis
HEJ,Japanese bullhead shark,Heterodontus japonicus
HEK,Port Jackson shark,Heterodontus portusjacksoni
HEM,Mexican hornshark,Heterodontus mexicanus
HEN,Straight-tooth weasel shark,Paragaleus tengi
HEP,Pacific herring,Clupea pallasii
HEQ,Galapagos bullhead shark,Heterodontus quoyi
HER,Atlantic herring,Clupea harengus
HES,Bluestripe herring,Herklotsichthys quadrimaculat.
HEV,Hemitripterus villosus,Hemitripterus villosus
HEW,Haletta semifasciata,Haletta semifasciata
HEZ,Zebra bullhead shark,Heterodontus zebra
HFB,Golden deepsea crab,Chaceon fenneri
HFD,Pelagic butterfish,Schedophilus maculatus
HFK,Havana box crab,Hepatus kossmanni
HFL,Hepatus lineatus,Hepatus lineatus
HFR,Red gurnard perch,Helicolenus percoides
HFS,Chriolepis fisheri,Chriolepis fisheri
HFU,Toy shrimp,Heptacarpus futilirostris
HFW,Guinean angelfish,Holacanthus africanus
HFX,Spiny plunderfishes nei,Harpagiferidae
HGD,Flathead flounder,Hippoglossoides dubius
HGF,Barred thicklip,Hemigymnus fasciatus
HGI,Magellan plunderfish,Harpagifer bispinis
HGL,Diamond turbot,Pleuronichthys guttulatus
HGM,Hapalogenys mucronatus,Hapalogenys mucronatus
HGN,Ring wrasse,Hologymnosus annulatus
HGO,Bigeye flounder,Hippoglossina macrops
HGP,Lagoon damselfish,Hemiglyphidodon plagiometopon
HGT,Helcogrammoides antarcticus,Helcogrammoides antarcticus
HGV,Globose box crab,Hepatus gronovii
HGW,Antarctic spiny plunderfish,Harpagifer antarcticus
HGX,Titan cardinalfish,Holapogon maximus
HGY,Black driftfish,Hyperoglyphe bythites
HGZ,Belligerent rock shell,Thais armigera
HHA,Tropical halfbeak,Hyporhamphus affinis
HHB,Sixgill stingray,Hexatrygon bickelli
HHC,Hemirhamphodon chrysopunctatus,Hemirhamphodon chrysopunctatus
HHD,Grey grunt,Haemulon scudderii
HHE,Chere-chere grunt,Haemulon steindachneri
HHF,Black-barred halfbeak,Hemiramphus far
HHG,Choelo halfbeak,Hyporhamphus gilli
HHI,Bluestriped grunt,Haemulon sciurus
HHJ,Prickly flounder,Achiropsetta tricholepis
HHK,Halimochirurgus alcocki,Halimochirurgus alcocki
HHL,Hexatrygon longirostra,Hexatrygon longirostra
HHM,Yellowtip halfbeak,Hemiramphus marginatus
HHN,Redbanded perch,Hypoplectrodes huntii
HHP,Odd bobtail squid,Heteroteuthis dispar
HHR,Slender halfbeak,Hyporhamphus roberti
HHU,Common halfbeak,Hyporhamphus unifasciatus
HHV,Bermuda lantern fish,Hygophum hygomii
HHX,Greybar grunt,Haemulon sexfasciatum
HHY,Skipper halfbeak,Hyporhamphus snyderi
HIA,Hintonia candens,Hintonia candens
HIB,Deep-water arrowtooth eel,Histiobranchus bathybius
HIC,Seahorses nei,Hippocampus spp
HIE,Himantolophus albinares,Himantolophus albinares
HIF,Redbreasted wrasse,Cheilinus fasciatus
HIG,Tasseled kelpfish,Chironemus georgianus
HIH,Sargassumfish,Histrio histrio
HIJ,Japanese thread-sail fish,Hime japonicus
HIK,Drab sole,Achirus achirus
HIL,Hilsa shad,Tenualosa ilisha
HIN,Mosshead warbonnet,Chirolophis nugator
HIO,Histiophryne bougainvilli,Histiophryne bougainvilli
HIQ,Striated mole crab,Hippa strigillata
HIS,Black croaker,Cheilotrema saturnum
HIT,Sailfin armourhead,Histiopterus typus
HIV,Histiodraco velifer,Histiodraco velifer
HIW,Alou rock shell,Thais alouina
HIX,Kelee shad,Hilsa kelee
HJA,Black wrasse,Halichoeres adustus
HJC,White-banded triggerfish,Rhinecanthus aculeatus
HJD,Chilean knife shrimp,Haliporoides diomedeae
HJH,Candelamoa parrotfish,Hipposcarus harid
HJK,Pacific mole crab,Hippa pacifica
HJO,Bamboo sole,Heteromycteris japonica
HJP,Poreless goby,Hetereleotris apora
HJS,Bigmouth flounder,Hippoglossina stomata
HJV,Pink abalone,Haliotis corrugata
HJX,Canarytop wrasse,Halichoeres leucoxanthus
HJZ,Pacific longnose parrotfish,Hipposcarus longiceps
HKA,Pacific burrfish,Chilomycterus affinis
HKB,Benguela hake,Merluccius polli
HKC,Cape hakes,"Merluccius capensis, M.paradoxus"
HKD,Blacksaddle herring,Herklotsichthys dispilonotus
HKE,European hake,Merluccius merluccius
HKF,Armed nylon shrimp,Heterocarpus ensifer
HKG,Goto's herring,Herklotsichthys gotoi
HKH,Indonesian golden crab,Chaceon karubar
HKI,Madagascar nylon shrimp,Heterocarpus dorsalis
HKJ,Humpback nylon shrimp,Heterocarpus gibbosus
HKK,Shallow-water Cape hake,Merluccius capensis
HKL,Gulf herring,Herklotsichthys lossei
HKM,Senegalese hake,Merluccius senegalensis
HKN,Southern hake,Merluccius australis
HKO,Deep-water Cape hake,Merluccius paradoxus
HKP,Argentine hake,Merluccius hubbsi
HKR,Red hake,Urophycis chuss
HKS,Silver hake,Merluccius bilinearis
HKT,Smooth nylon shrimp,Heterocarpus laevigatus
HKU,Brazilian codling,Urophycis brasiliensis
HKV,Dorodotes shrimp,Heterocarpoides levicarina
HKW,White hake,Urophycis tenuis
HKX,Hakes nei,Merluccius spp
HKY,Japanese nylon shrimp,Heterocarpus hayashii
HKZ,Merluccid hakes nei,Merlucciidae
HLA,Pancake batfish,Halieutichthys aculeatus
HLB,Spiny sea bat,Halieutaea brevicauda
HLC,Caesar grunt,Haemulon carbonarium
HLD,Spottail grunt,Haemulon maculicauda
HLE,Haliophis aethiopus,Haliophis aethiopus
HLF,Yellowspotted grunt,Haemulon flaviguttatus
HLG,Mexican barred snapper,Hoplopagrus guentherii
HLH,Cottonwick grunt,Haemulon melanurum
HLI,White grunt,Haemulon plumierii
HLJ,Blackfin coralfish,Chelmon muelleri
HLK,Clarion angelfish,Holacanthus clarionensis
HLL,Tomtate grunt,Haemulon aurolineatum
HLM,Halieutopsis micropa,Halieutopsis micropa
HLN,Naked snout rattail,Haplomacrourus nudirostris
HLO,Black grunt,Haemulon bonariense
HLP,Sailor's grunt,Haemulon parra
HLQ,Green shrimp,Chlorotocus crassicornis
HLR,Halicmetus reticulatus,Halicmetus reticulatus
HLS,Spanish grunt,Haemulon macrostoma
HLT,Tuberculate abalone,Haliotis tuberculata
HLU,White margate,Haemulon album
HLV,French grunt,Haemulon flavolineatum
HLY,Chameleon sand tilefish,Hoplolatilus chlupatyi
HMC,Cape horse mackerel,Trachurus capensis
HMG,Greenback horse mackerel,Trachurus declivis
HMH,Halimuraena hexagonata,Halimuraena hexagonata
HMJ,Pinecone soldierfish,Myripristis murdjan
HMM,Mediterranean horse mackerel,Trachurus mediterraneus
HMP,Cape sole,Heteromycteris capensis
HMQ,Veiled shrimp,Hymenopenaeus aequalis
HMR,Melapedalion breve,Melapedalion breve
HMS,Halimuraenoides isostigma,Halimuraenoides isostigma
HMX,Nineside toothshell,Heteroschismoides callithrix
HMY,False scad,Caranx rhonchus
HMZ,Cunene horse mackerel,Trachurus trecae
HNA,Clearfin squirrelfish,Neoniphon argenteus
HNB,Checked swallowtail,Odontanthias borbonius
HND,Xantic sargo,Anisotremus davidsonii
HNE,Streamer bass,Hemanthias aureorubens
HNF,Starry toado,Arothron firmamentum
HNG,Black sole,Achlyopa nigra
HNI,Burrito grunt,Anisotremus interruptus
HNJ,Heminodus japonicus,Heminodus japonicus
HNK,Truncate coralfish,Chelmonops truncatus
HNM,Pennant coralfish,Heniochus acuminatus
HNN,Elongate glass-perchlet,Chanda nama
HNO,Spotted head sargo,Anisotremus dovii
HNP,Black hamlet,Hypoplectrus nigricans
HNQ,Pink geryon,Chaceon macphersoni
HNR,Porkfish,Anisotremus virginicus
HNS,Anisotremus scapularis,Anisotremus scapularis
HNT,Copperband butterflyfish,Chelmon rostratus
HNU,Black margate,Anisotremus surinamensis
HNV,Nomorhamphus ravnaki,Nomorhamphus ravnaki
HNX,Japanese golden crab,Chaceon granulatus
HNY,Velvet helcion,Helcion pellucidus
HOB,Hottentot seabream,Pachymetopon blochii
HOC,Honnibe croaker,Nibea mitsukurii
HOD,Garibaldi damselfish,Hypsypops rubicundus
HOE,Phosichthys argenteus,Phosichthys argenteus
HOF,Offshore silver hake,Merluccius albidus
HOH,Ostichthys acanthorhinus,Ostichthys acanthorhinus
HOL,"Chimaeras, etc. nei",Chimaeriformes
HOM,Atlantic horse mackerel,Trachurus trachurus
HOO,Squirrelfish,Holocentrus ascensionis
HOP,African spotted catshark,Holohalaelurus punctatus
HOQ,Austral golden crab,Chaceon australis
HOR,Izak catshark,Holohalaelurus regani
HOT,Blue hottentot,Pachymetopon aeneum
HOU,Houting,Coregonus oxyrinchus
HOV,Achiropsetta slavae,Achiropsetta slavae
HOW,Blood-stained turbo,Homalopoma sanguineum
HPB,Hemipimelodus bicolor,Hemipimelodus bicolor
HPE,Puffadder shyshark,Haploblepharus edwardsii
HPF,Brown shyshark,Haploblepharus fuscus
HPH,Short snouted seahorse,Hippocampus hippocampus
HPI,Long-snouted seahorse,Hippocampus guttulatus
HPJ,Yellow Irish lord,Hemilepidotus jordani
HPK,Stark's tilefish,Hoplolatilus starcki
HPL,Haplophryne mollis,Haplophryne mollis
HPO,Spinyface soldier,Pristilepis oligolepis
HPP,Dark shyshark,Haploblepharus pictus
HPQ,Mino nylon shrimp,Heterocarpus sibogae
HPR,Mediterranean slimehead,Hoplostethus mediterraneus
HPS,Shy soldier,Plectrypops lima
HPV,Sandy sprat,Hyperlophus vittatus
HPW,Indian nylon shrimp,Heterocarpus woodmasoni
HPX,Spiny turbots nei,Psettodidae
HPY,Sea pony,Hippocampus fuscus
HQA,Champagne crab,Hypothalassia armata
HQB,Umbrella squid,Histioteuthis bonnellii
HQC,Histioteuthis corona,Histioteuthis corona
HQD,Fourhorn poacher,Hypsagonus quadricornis
HQE,Keeled witch mantis,Hemisquilla ensigera
HQF,Three-spined nylon shrimp,Heterocarpus affinis
HQG,Elongate jewell squid,Histioteuthis elongata
HQH,Robber harpiosquillid mantis s,Harpiosquilla harpax
HQI,Glassy flying squid,Hyaloteuthis pelagica
HQJ,Gourd rock shell,Thais melones
HQK,Callao rock shell,Thais calloensis
HQL,Flowervase jewell squid,Histioteuthis dofleini
HQM,Two-row rock shell,Thais haemastoma
HQO,Panama nylon shrimp,Heterocarpus hostilis
HQP,Polynesian golden crab,Chaceon poupini
HQR,Giant harpiosquillid mantis sh,Harpiosquilla raphidea
HQS,Reverse jewell squid,Histioteuthis reversa
HQV,Short-spined nylon shrimp,Heterocarpus parvispina
HRC,Peruvian chromis,Chromis intercrusma
HRE,Spotfin surfperch,Hyperprosopon anale
HRF,Atlantic spadefish,Chaetodipterus faber
HRG,Long billed halfbeak,Rhynchorhamphus georgii
HRJ,Blacksmith,Chromis punctipinnis
HRK,Twinspot damselfish,Chrysiptera biocellata
HRL,West African spadefish,Chaetodipterus lippei
HRM,Silver spot,Threpterius maculosus
HRO,Hemerocoetes artus,Hemerocoetes artus
HRQ,Articulate harp,Harpa articularis
HRR,Reeve's croaker,Chrysochir aureus
HRS,Arrhamphus sclerolepis,Arrhamphus sclerolepis
HRU,Heraldia nocturna,Heraldia nocturna
HRW,Southern green abalone,Haliotis fulgens
HRX,True harp,Harpa harpa
HRZ,Zebra-perch sea chub,Kyphosus azureus
HSB,Striped blenny,Chasmodes bosquianus
HSD,Chasmichthys dolichognathus,Chasmichthys dolichognathus
HSI,Macleay's crested pipefish,Histiogamphelus cristatus
HSJ,Blueline demoiselle,Chrysiptera caeruleolineata
HSK,Russian river tule perch,Hysterocarpus traski
HSO,Pacific bumper,Chloroscombrus orqueta
HSQ,Tsuno shrimp,Heptacarpus pandaloides
HSS,Yellow chromis,Chromis analis
HST,Hoplosebastes armatus,Hoplosebastes armatus
HSU,Silverspot squirrelfish,Sargocentron caudimaculatum
HSV,Aculeate rock shell,Thais aculeata
HSW,White abalone,Haliotis sorenseni
HSZ,Deltoid rock shell,Thais deltoidea
HTB,Shortspine shrimp,Heptacarpus brevirostris
HTE,Golden butterflyfish,Chaetodon aureofasciatus
HTH,Four-banded butterflyfish,Chaetodon hoefleri
HTI,Threebanded butterflyfish,Chaetodon humeralis
HTJ,Pyramid butterflyfish,Hemitaurichthys polylepis
HTK,Tondanichthys kottelati,Tondanichthys kottelati
HTL,Slender suckerfish,Phtheirichthys lineatus
HTO,Heterophotus ophistoma,Heterophotus ophistoma
HTP,Foureye butterflyfish,Chaetodon capistratus
HTQ,Scarred nylon shrimp,Heterocarpus tricarinatus
HTR,Parapristipoma trilineatum,Parapristipoma trilineatum
HTS,Banded butterflyfish,Chaetodon striatus
HTU,Glasseye,Heteropriacanthus cruentatus
HTW,Threaded abalone,Haliotis assimilis
HTX,Chaeturichthys hexanema,Chaeturichthys hexanema
HTZ,Pacific spadefish,Chaetodipterus zonatus
HUA,Rainbow seaperch,Hypsurus caryi
HUB,Heteroplopomus barbatus,Heteroplopomus barbatus
HUC,Huchen,Hucho hucho
HUD,Doris veiled shrimp,Hymenopenaeus doris
HUE,Heteroclinus roseus,Heteroclinus roseus
HUF,Highbrow rockskipper,Hirculops cornifer
HUG,Flexed shrimp,Heptacarpus geniculatus
HUI,Hucho ishikawae,Hucho ishikawae
HUJ,Heteristius cinctus,Heteristius cinctus
HUL,Phucocoetes latitans,Phucocoetes latitans
HUM,Atka mackerel,Pleurogrammus monopterygius
